timestamp,temp_c,rh,wind_speed_ms,precip_mm,fuel_dryness_index,vegetation_type_index
2035-07-01T00:00:00Z,31.57,24.94,6.11,0.0,0.772,0.604
2035-07-01T01:00:00Z,28.64,26.56,3.74,0.0,0.74,0.629
2035-07-01T02:00:00Z,27.03,31.42,2.18,0.0,0.722,0.608
2035-07-01T03:00:00Z,25.59,35.21,3.43,0.0,0.706,0.644
2035-07-01T04:00:00Z,20.0,37.54,5.29,0.0,0.7,0.585
2035-07-01T05:00:00Z,22.95,44.24,1.36,0.0,0.7,0.618
2035-07-01T06:00:00Z,18.52,47.12,2.5,0.0,0.7,0.467
2035-07-01T07:00:00Z,17.43,55.44,4.93,0.0,0.7,0.649
2035-07-01T08:00:00Z,16.49,51.58,3.83,0.0,0.7,0.663
2035-07-01T09:00:00Z,19.57,52.81,4.13,0.0,0.7,0.643
2035-07-01T10:00:00Z,20.11,41.99,4.16,0.0,0.7,0.531
2035-07-01T11:00:00Z,22.33,51.71,2.82,0.0,0.7,0.573
2035-07-01T12:00:00Z,23.71,41.96,3.4,0.0,0.7,0.594
2035-07-01T13:00:00Z,25.0,40.43,1.8,0.0,0.7,0.579
2035-07-01T14:00:00Z,27.42,29.38,2.61,0.0,0.727,0.631
2035-07-01T15:00:00Z,30.6,34.96,2.84,0.0,0.762,0.68
2035-07-01T16:00:00Z,30.23,30.41,4.72,0.0,0.758,0.568
2035-07-01T17:00:00Z,33.26,11.67,7.66,0.0,0.791,0.591
2035-07-01T18:00:00Z,35.29,16.87,6.49,0.0,0.813,0.566
2035-07-01T19:00:00Z,35.02,12.28,8.22,0.0,0.81,0.566
2035-07-01T20:00:00Z,36.97,12.08,7.26,0.0,0.832,0.635
2035-07-01T21:00:00Z,35.16,5.0,8.01,0.0,0.812,0.642
2035-07-01T22:00:00Z,35.69,9.35,5.55,0.0,0.818,0.629
2035-07-01T23:00:00Z,33.52,27.04,5.54,0.0,0.794,0.664
2035-07-02T00:00:00Z,32.16,23.6,5.57,0.0,0.779,0.559
2035-07-02T01:00:00Z,27.22,39.42,5.51,0.0,0.724,0.587
2035-07-02T02:00:00Z,25.81,37.19,4.38,0.0,0.709,0.605
2035-07-02T03:00:00Z,26.57,37.18,4.95,0.0,0.717,0.551
2035-07-02T04:00:00Z,22.76,40.13,4.48,0.0,0.7,0.574
2035-07-02T05:00:00Z,20.54,46.37,3.45,0.0,0.7,0.612
2035-07-02T06:00:00Z,20.57,51.16,3.93,0.0,0.7,0.549
2035-07-02T07:00:00Z,19.37,49.9,3.52,0.0,0.7,0.682
2035-07-02T08:00:00Z,17.95,52.54,2.28,0.0,0.7,0.568
2035-07-02T09:00:00Z,17.42,54.14,4.08,0.0,0.7,0.498
2035-07-02T10:00:00Z,21.96,41.06,3.57,0.0,0.7,0.649
2035-07-02T11:00:00Z,21.62,42.18,3.67,0.0,0.7,0.698
2035-07-02T12:00:00Z,20.31,38.81,2.83,0.0,0.7,0.61
2035-07-02T13:00:00Z,25.86,37.93,3.4,0.0,0.709,0.564
2035-07-02T14:00:00Z,28.09,41.5,5.03,0.0,0.734,0.575
2035-07-02T15:00:00Z,30.48,26.03,4.96,0.0,0.76,0.59
2035-07-02T16:00:00Z,30.95,25.48,5.99,0.0,0.765,0.616
2035-07-02T17:00:00Z,35.44,25.58,6.45,0.0,0.815,0.565
2035-07-02T18:00:00Z,33.76,5.0,7.23,0.0,0.796,0.497
2035-07-02T19:00:00Z,37.4,9.56,5.42,0.0,0.836,0.54
2035-07-02T20:00:00Z,36.42,14.23,9.0,0.0,0.826,0.606
2035-07-02T21:00:00Z,38.08,12.26,7.47,0.0,0.844,0.733
2035-07-02T22:00:00Z,34.26,13.3,6.4,0.0,0.802,0.606
2035-07-02T23:00:00Z,34.35,14.36,5.55,0.0,0.803,0.683
2035-07-03T00:00:00Z,32.75,21.59,5.05,0.0,0.785,0.557
2035-07-03T01:00:00Z,28.95,25.79,4.31,0.0,0.743,0.562
2035-07-03T02:00:00Z,27.09,33.55,3.39,0.0,0.723,0.55
2035-07-03T03:00:00Z,24.16,38.07,1.62,0.0,0.7,0.628
2035-07-03T04:00:00Z,23.24,45.96,3.47,0.0,0.7,0.548
2035-07-03T05:00:00Z,21.67,46.36,2.93,0.0,0.7,0.559
2035-07-03T06:00:00Z,18.87,52.79,4.18,0.0,0.7,0.49
2035-07-03T07:00:00Z,18.86,46.81,3.92,0.0,0.7,0.557
2035-07-03T08:00:00Z,17.26,55.8,2.62,0.0,0.7,0.618
2035-07-03T09:00:00Z,17.65,49.66,3.75,0.0,0.7,0.568
2035-07-03T10:00:00Z,16.59,55.71,4.47,0.0,0.7,0.534
2035-07-03T11:00:00Z,19.06,47.96,3.26,0.0,0.7,0.655
2035-07-03T12:00:00Z,21.63,40.6,3.8,0.0,0.7,0.635
2035-07-03T13:00:00Z,24.89,38.28,3.45,0.0,0.7,0.589
