timestamp,temp_c,rh,wind_speed_ms,precip_mm,fuel_dryness_index,vegetation_type_index
2020-07-01T00:00:00Z,29.21,33.76,5.17,0.0,0.587,0.626
2020-07-01T01:00:00Z,25.67,33.4,3.79,0.0,0.528,0.654
2020-07-01T02:00:00Z,25.74,43.57,3.06,0.0,0.529,0.712
2020-07-01T03:00:00Z,23.9,50.12,3.44,0.0,0.5,0.615
2020-07-01T04:00:00Z,18.5,56.83,3.01,0.0,0.5,0.679
2020-07-01T05:00:00Z,17.62,63.57,2.49,0.0,0.5,0.639
2020-07-01T06:00:00Z,18.07,55.17,0.77,0.0,0.5,0.66
2020-07-01T07:00:00Z,16.74,61.33,1.15,0.0,0.5,0.654
2020-07-01T08:00:00Z,16.82,62.06,0.9,0.0,0.5,0.611
2020-07-01T09:00:00Z,16.09,60.82,2.15,0.0,0.5,0.637
2020-07-01T10:00:00Z,18.97,56.14,1.88,0.0,0.5,0.657
2020-07-01T11:00:00Z,20.12,48.88,0.98,0.0,0.5,0.645
2020-07-01T12:00:00Z,20.92,51.43,2.07,0.0,0.5,0.729
2020-07-01T13:00:00Z,24.13,42.25,1.44,0.0,0.502,0.7
2020-07-01T14:00:00Z,25.41,40.4,2.76,0.0,0.523,0.664
2020-07-01T15:00:00Z,25.88,31.78,2.42,0.0,0.531,0.612
2020-07-01T16:00:00Z,29.29,26.06,4.67,0.0,0.588,0.609
2020-07-01T17:00:00Z,29.35,28.34,5.19,0.0,0.589,0.749
2020-07-01T18:00:00Z,32.83,25.1,6.73,0.0,0.647,0.6
2020-07-01T19:00:00Z,32.51,25.23,6.29,0.0,0.642,0.656
2020-07-01T20:00:00Z,32.62,31.85,5.5,0.0,0.644,0.668
2020-07-01T21:00:00Z,31.75,23.87,6.27,0.0,0.629,0.634
2020-07-01T22:00:00Z,33.24,26.61,4.42,0.0,0.654,0.6
2020-07-01T23:00:00Z,30.32,22.44,4.25,0.0,0.605,0.611
2020-07-02T00:00:00Z,28.38,25.28,4.53,0.0,0.573,0.623
2020-07-02T01:00:00Z,26.54,42.54,2.07,0.0,0.542,0.615
2020-07-02T02:00:00Z,25.53,35.92,2.77,0.0,0.526,0.716
2020-07-02T03:00:00Z,23.26,41.07,1.78,0.0,0.5,0.65
2020-07-02T04:00:00Z,21.39,50.9,2.27,0.0,0.5,0.624
2020-07-02T05:00:00Z,19.75,55.22,1.2,0.0,0.5,0.655
2020-07-02T06:00:00Z,20.53,55.06,2.06,0.0,0.5,0.683
2020-07-02T07:00:00Z,16.68,59.95,1.65,0.0,0.5,0.633
2020-07-02T08:00:00Z,16.28,67.6,2.58,0.0,0.5,0.695
2020-07-02T09:00:00Z,16.19,57.69,1.65,0.0,0.5,0.586
2020-07-02T10:00:00Z,18.7,52.85,1.22,0.0,0.5,0.709
2020-07-02T11:00:00Z,20.59,59.87,1.78,0.0,0.5,0.65
2020-07-02T12:00:00Z,20.76,53.29,1.26,0.0,0.5,0.648
2020-07-02T13:00:00Z,21.81,42.97,2.77,0.0,0.5,0.615
2020-07-02T14:00:00Z,23.9,32.95,3.21,0.0,0.5,0.589
2020-07-02T15:00:00Z,27.74,32.06,5.3,0.0,0.562,0.567
2020-07-02T16:00:00Z,29.78,30.82,3.86,0.0,0.596,0.612
2020-07-02T17:00:00Z,31.2,32.59,4.73,0.0,0.62,0.679
2020-07-02T18:00:00Z,31.02,19.82,5.0,0.0,0.617,0.602
2020-07-02T19:00:00Z,32.9,22.3,5.85,0.0,0.648,0.573
2020-07-02T20:00:00Z,33.03,25.11,6.07,0.0,0.651,0.605
2020-07-02T21:00:00Z,32.88,11.97,5.66,0.0,0.648,0.631
2020-07-02T22:00:00Z,32.87,29.13,6.16,0.0,0.648,0.633
2020-07-02T23:00:00Z,30.82,22.02,4.49,0.0,0.614,0.644
2020-07-03T00:00:00Z,29.76,32.62,4.99,0.0,0.596,0.702
2020-07-03T01:00:00Z,27.09,36.58,3.95,0.0,0.552,0.712
2020-07-03T02:00:00Z,25.29,45.01,2.79,0.0,0.521,0.75
2020-07-03T03:00:00Z,23.63,48.3,2.27,0.0,0.5,0.569
2020-07-03T04:00:00Z,19.19,40.43,3.9,0.0,0.5,0.607
2020-07-03T05:00:00Z,18.9,52.16,1.38,0.0,0.5,0.685
2020-07-03T06:00:00Z,17.45,59.81,1.97,0.0,0.5,0.627
2020-07-03T07:00:00Z,16.45,60.5,1.12,0.0,0.5,0.693
2020-07-03T08:00:00Z,16.61,64.28,2.85,0.0,0.5,0.66
2020-07-03T09:00:00Z,19.01,64.93,2.26,0.0,0.5,0.729
2020-07-03T10:00:00Z,16.98,61.92,1.29,0.0,0.5,0.702
2020-07-03T11:00:00Z,20.45,54.72,2.31,0.0,0.5,0.703
2020-07-03T12:00:00Z,18.92,42.82,2.38,0.0,0.5,0.629
2020-07-03T13:00:00Z,22.47,43.78,2.13,0.0,0.5,0.645
2020-07-03T14:00:00Z,25.14,42.0,3.33,0.0,0.519,0.635
2020-07-03T15:00:00Z,27.72,30.57,3.85,0.0,0.562,0.575
2020-07-03T16:00:00Z,29.8,33.97,4.45,0.0,0.597,0.724
2020-07-03T17:00:00Z,31.55,31.49,4.89,0.0,0.626,0.687
2020-07-03T18:00:00Z,31.45,25.11,5.7,0.0,0.624,0.633
2020-07-03T19:00:00Z,32.11,8.96,5.86,0.0,0.635,0.715
2020-07-03T20:00:00Z,33.97,16.38,5.84,0.0,0.666,0.618
2020-07-03T21:00:00Z,32.44,31.23,5.25,0.0,0.641,0.558
2020-07-03T22:00:00Z,30.34,22.08,6.58,0.0,0.606,0.7
2020-07-03T23:00:00Z,29.24,18.47,4.19,0.0,0.587,0.586
2020-07-04T00:00:00Z,27.89,36.75,4.6,0.0,0.565,0.64
2020-07-04T01:00:00Z,27.66,35.59,3.35,0.0,0.561,0.66
2020-07-04T02:00:00Z,25.16,45.16,4.03,0.0,0.519,0.669
2020-07-04T03:00:00Z,23.75,47.13,1.86,0.0,0.5,0.692
2020-07-04T04:00:00Z,20.48,53.26,1.69,0.0,0.5,0.679
2020-07-04T05:00:00Z,19.53,57.38,1.27,0.0,0.5,0.677
2020-07-04T06:00:00Z,18.82,62.38,1.99,0.0,0.5,0.61
2020-07-04T07:00:00Z,16.89,71.69,0.68,0.0,0.5,0.665
2020-07-04T08:00:00Z,17.54,66.56,1.27,0.0,0.5,0.575
2020-07-04T09:00:00Z,16.47,54.33,0.13,0.0,0.5,0.728
2020-07-04T10:00:00Z,17.63,61.25,1.93,0.0,0.5,0.58
2020-07-04T11:00:00Z,18.88,60.88,1.6,0.0,0.5,0.633
2020-07-04T12:00:00Z,19.56,56.6,1.16,0.0,0.5,0.584
2020-07-04T13:00:00Z,23.51,43.97,3.25,0.0,0.5,0.613
2020-07-04T14:00:00Z,24.43,45.43,1.88,0.0,0.507,0.651
2020-07-04T15:00:00Z,27.08,39.71,4.13,0.0,0.551,0.624
2020-07-04T16:00:00Z,29.57,42.77,3.81,0.0,0.593,0.707
2020-07-04T17:00:00Z,31.19,24.09,6.04,0.0,0.62,0.661
2020-07-04T18:00:00Z,32.72,22.32,5.92,0.0,0.645,0.627
2020-07-04T19:00:00Z,32.6,21.43,4.99,0.0,0.643,0.643
2020-07-04T20:00:00Z,32.49,19.99,5.16,0.0,0.641,0.711
2020-07-04T21:00:00Z,32.62,18.8,6.12,0.0,0.644,0.695
2020-07-04T22:00:00Z,29.9,12.17,5.21,0.0,0.598,0.593
2020-07-04T23:00:00Z,28.91,25.51,4.8,0.0,0.582,0.616
2020-07-05T00:00:00Z,27.46,32.92,5.19,0.0,0.558,0.674
2020-07-05T01:00:00Z,25.92,33.38,3.05,0.0,0.532,0.668
2020-07-05T02:00:00Z,25.53,48.96,2.86,0.0,0.525,0.597
2020-07-05T03:00:00Z,21.89,46.01,3.16,0.0,0.5,0.687
2020-07-05T04:00:00Z,20.59,57.06,2.77,0.0,0.5,0.605
2020-07-05T05:00:00Z,20.95,56.99,1.84,0.0,0.5,0.715
2020-07-05T06:00:00Z,17.69,63.03,1.56,0.0,0.5,0.676
2020-07-05T07:00:00Z,18.2,62.76,0.42,0.0,0.5,0.593
2020-07-05T08:00:00Z,15.92,68.41,0.86,0.0,0.5,0.624
2020-07-05T09:00:00Z,17.07,61.76,1.86,0.0,0.5,0.623
2020-07-05T10:00:00Z,16.98,61.54,1.66,0.0,0.5,0.658
2020-07-05T11:00:00Z,18.98,57.46,2.0,0.0,0.5,0.64
2020-07-05T12:00:00Z,22.05,49.96,2.93,0.0,0.5,0.593
2020-07-05T13:00:00Z,20.9,47.77,1.66,0.0,0.5,0.58
2020-07-05T14:00:00Z,25.57,50.31,2.63,0.0,0.526,0.677
2020-07-05T15:00:00Z,27.4,34.38,3.71,0.0,0.557,0.664
2020-07-05T16:00:00Z,28.33,33.14,3.81,0.0,0.572,0.655
2020-07-05T17:00:00Z,28.97,33.19,5.92,0.0,0.583,0.664
2020-07-05T18:00:00Z,32.06,29.8,6.03,0.0,0.634,0.619
2020-07-05T19:00:00Z,32.14,22.92,5.9,0.0,0.636,0.659
2020-07-05T20:00:00Z,33.32,11.53,7.06,0.0,0.655,0.777
2020-07-05T21:00:00Z,32.8,25.19,4.65,0.0,0.647,0.709
2020-07-05T22:00:00Z,33.9,14.68,5.39,0.0,0.665,0.636
2020-07-05T23:00:00Z,30.41,34.14,5.18,0.0,0.607,0.624
2020-07-06T00:00:00Z,27.87,32.08,3.66,0.0,0.565,0.507
2020-07-06T01:00:00Z,27.38,40.16,3.79,0.0,0.556,0.703
2020-07-06T02:00:00Z,25.36,36.26,2.03,0.0,0.523,0.689
2020-07-06T03:00:00Z,24.66,39.03,2.97,0.0,0.511,0.623
2020-07-06T04:00:00Z,22.1,52.49,2.94,0.0,0.5,0.578
2020-07-06T05:00:00Z,19.87,55.72,2.14,0.0,0.5,0.592
2020-07-06T06:00:00Z,19.93,57.16,0.46,0.0,0.5,0.672
2020-07-06T07:00:00Z,15.94,61.95,0.96,0.0,0.5,0.646
2020-07-06T08:00:00Z,16.33,74.77,2.0,0.0,0.5,0.685
2020-07-06T09:00:00Z,16.26,65.32,1.66,0.0,0.5,0.654
2020-07-06T10:00:00Z,17.7,64.09,0.0,0.0,0.5,0.698
2020-07-06T11:00:00Z,17.79,59.67,2.82,0.0,0.5,0.668
2020-07-06T12:00:00Z,21.86,57.98,2.3,0.0,0.5,0.691
2020-07-06T13:00:00Z,22.76,45.16,1.92,0.0,0.5,0.546
2020-07-06T14:00:00Z,23.33,31.07,3.5,0.0,0.5,0.588
2020-07-06T15:00:00Z,25.95,34.81,3.1,0.0,0.533,0.632
2020-07-06T16:00:00Z,29.47,34.97,3.82,0.0,0.591,0.704
2020-07-06T17:00:00Z,31.76,23.23,5.17,0.0,0.629,0.744
2020-07-06T18:00:00Z,34.42,23.94,6.64,0.0,0.674,0.642
2020-07-06T19:00:00Z,36.32,19.82,6.83,0.0,0.705,0.619
2020-07-06T20:00:00Z,33.6,29.08,6.05,0.0,0.66,0.552
2020-07-06T21:00:00Z,31.64,26.3,6.02,0.0,0.627,0.693
2020-07-06T22:00:00Z,29.47,27.66,5.95,0.0,0.591,0.622
2020-07-06T23:00:00Z,31.08,30.39,4.04,0.0,0.618,0.798
2020-07-07T00:00:00Z,28.18,31.22,4.75,0.0,0.57,0.613
2020-07-07T01:00:00Z,26.73,36.61,3.06,0.0,0.545,0.755
2020-07-07T02:00:00Z,24.42,35.05,3.02,0.0,0.507,0.687
2020-07-07T03:00:00Z,22.91,36.24,2.33,0.0,0.5,0.599
2020-07-07T04:00:00Z,22.43,52.06,2.55,0.0,0.5,0.662
2020-07-07T05:00:00Z,19.68,57.4,2.03,0.0,0.5,0.689
2020-07-07T06:00:00Z,18.03,64.88,0.0,0.0,0.5,0.639
2020-07-07T07:00:00Z,16.18,68.7,1.77,0.0,0.5,0.692
2020-07-07T08:00:00Z,15.14,69.45,2.05,0.0,0.5,0.691
2020-07-07T09:00:00Z,16.84,57.14,1.95,0.0,0.5,0.68
2020-07-07T10:00:00Z,18.16,57.85,1.69,0.0,0.5,0.649
2020-07-07T11:00:00Z,21.62,58.1,3.1,0.0,0.5,0.591
2020-07-07T12:00:00Z,21.31,62.78,2.42,0.0,0.5,0.646
2020-07-07T13:00:00Z,24.26,52.74,2.8,0.0,0.504,0.659
2020-07-07T14:00:00Z,24.55,45.42,3.53,0.0,0.509,0.556
2020-07-07T15:00:00Z,25.8,33.98,3.83,0.0,0.53,0.658
2020-07-07T16:00:00Z,27.99,27.41,3.67,0.0,0.567,0.645
2020-07-07T17:00:00Z,29.94,31.21,3.21,0.0,0.599,0.585
2020-07-07T18:00:00Z,34.64,19.84,5.06,0.0,0.677,0.633
2020-07-07T19:00:00Z,31.89,21.92,6.23,0.0,0.632,0.634
2020-07-07T20:00:00Z,34.16,21.87,5.55,0.0,0.669,0.747
2020-07-07T21:00:00Z,31.8,30.16,6.26,0.0,0.63,0.661
2020-07-07T22:00:00Z,33.2,23.2,5.5,0.0,0.653,0.702
2020-07-07T23:00:00Z,31.27,16.68,5.82,0.0,0.621,0.644
